,feature,unique_vals
1653,abs_BD_1_6_bd1.gg25.cool_roll.act_[ni],1370
1654,abs_BD_1_6_bd1.ds.pos_low_hor_roll_[ni],1225
1655,abs_BD_1_6_bd1.os.pos_low_hor_roll_[ni],1207
1656,abs_BD_1_6_bd1.ds.pos_up_hor_roll_[ni],1215
1657,abs_BD_1_6_bd1.os.pos_up_hor_roll_[ni],1261
1658,abs_BD_1_6_bd1.ds.pos_vert_roll_in_[ni],1248
1659,abs_BD_1_6_bd1.ds.pos_vert_roll_out_[ni],1230
1660,abs_BD_1_6_bd1.os.pos_vert_roll_in_[ni],1269
1661,abs_BD_1_6_bd1.os.pos_vert_roll_out_[ni],1278
1662,abs_BD_1_6_bd1.load_hor_roll_[ni],1336
1663,abs_BD_1_6_bd1.os.load_hor_roll.lower_[ni],1215
1664,abs_BD_1_6_bd1.os.load_hor_roll.upper_[ni],1231
1665,abs_BD_1_6_bd1.ds.load_hor_roll.lower_[ni],1251
1666,abs_BD_1_6_bd1.ds.load_hor_roll.upper_[ni],1274
1667,abs_BD_1_6_bd1.os.load_vert_roll_[ni],1363
1668,abs_BD_1_6_bd1.ds.load_vert_roll_[ni],1383
1669,abs_BD_1_6_bd1.axial_displace_lower_shaft_[ni],1110
1670,abs_BD_1_6_bd1.torque_[ni],84887
1671,abs_BD_1_6_bd1.current_[ni],66464
1672,abs_BD_1_6_bd1.speed.act_[ni],99358
1673,abs_BD_1_6_bd1.speed.set_[ni],76748
1674,BD_1_7_bd1.temp.extrapolated_[ni],77004
1675,BD_1_7_bd1.descaling.pressure.extrapolated_[ni],6787
1676,BD_1_7_bd1.ge11-1.ds.line_before.act_[ni],1618
1677,BD_1_7_bd1.ge11-1.ds.line_before.set_[ni],253
1678,BD_1_7_bd1.ge11-2.ds.line_before.act_[ni],1584
1679,BD_1_7_bd1.ge11-2.ds.line_before.set_[ni],253
1680,BD_1_7_bd1.ge11-3.ds.line_before.act_[ni],1535
1681,BD_1_7_bd1.ge11-3.ds.line_before.set_[ni],238
1682,BD_1_7_bd1.ge12-1.os.line_before.act_[ni],1536
1683,BD_1_7_bd1.ge12-1.os.line_before.set_[ni],280
1684,BD_1_7_bd1.ge12-2.os.line_before.act_[ni],1476
1685,BD_1_7_bd1.ge12-2.os.line_before.set_[ni],280
1686,BD_1_7_bd1.ge12-3.os.line_before.act_[ni],1754
1687,BD_1_7_bd1.ge12-3.os.line_before.set_[ni],225
1688,BD_1_7_bd1.gr27-1.table_pos_before.act_[ni],383
1689,BD_1_7_bd1.gr27-1.table_pos_before.set_[ni],211
1690,BD_1_7_bd1.gr22-1.os.table_pos_before.act_[ni],624
1691,BD_1_7_bd1.gr22-1.os.table_pos_before.set_[ni],222
1692,BD_1_7_bd1.gr22-2.os.table_pos_before.act_[ni],537
1693,BD_1_7_bd1.gr22-2.os.table_pos_before.set_[ni],222
1694,BD_1_7_bd1.gg25.cool_roll.set_[ni],227
1695,BD_1_7_bd1.gg25.cool_roll.act_[ni],1359
1696,BD_1_7_bd1.ds.pos_low_hor_roll_[ni],1227
1697,BD_1_7_bd1.os.pos_low_hor_roll_[ni],1210
1698,BD_1_7_bd1.ds.pos_up_hor_roll_[ni],1177
1699,BD_1_7_bd1.os.pos_up_hor_roll_[ni],1248
1700,BD_1_7_bd1.ds.pos_vert_roll_in_[ni],1219
1701,BD_1_7_bd1.ds.pos_vert_roll_out_[ni],1183
1702,BD_1_7_bd1.os.pos_vert_roll_in_[ni],1161
1703,BD_1_7_bd1.os.pos_vert_roll_out_[ni],1188
1704,BD_1_7_bd1.load_hor_roll_[ni],1897
1705,BD_1_7_bd1.os.load_hor_roll.lower_[ni],1519
1706,BD_1_7_bd1.os.load_hor_roll.upper_[ni],1527
1707,BD_1_7_bd1.ds.load_hor_roll.lower_[ni],1650
1708,BD_1_7_bd1.ds.load_hor_roll.upper_[ni],1610
1709,BD_1_7_bd1.os.load_vert_roll_[ni],1756
1710,BD_1_7_bd1.ds.load_vert_roll_[ni],1877
1711,BD_1_7_bd1.axial_displace_lower_shaft_[ni],1072
1712,BD_1_7_bd1.torque_[ni],80950
1713,BD_1_7_bd1.current_[ni],47692
1714,BD_1_7_bd1.speed.act_[ni],74994
1715,BD_1_7_bd1.speed.set_[ni],17354
1716,abs_BD_1_7_bd1.temp.extrapolated_[ni],77004
1717,abs_BD_1_7_bd1.descaling.pressure.extrapolated_[ni],6787
1718,abs_BD_1_7_bd1.ge11-1.ds.line_before.act_[ni],1618
1719,abs_BD_1_7_bd1.ge11-1.ds.line_before.set_[ni],253
1720,abs_BD_1_7_bd1.ge11-2.ds.line_before.act_[ni],1584
1721,abs_BD_1_7_bd1.ge11-2.ds.line_before.set_[ni],253
1722,abs_BD_1_7_bd1.ge11-3.ds.line_before.act_[ni],1535
1723,abs_BD_1_7_bd1.ge11-3.ds.line_before.set_[ni],238
1724,abs_BD_1_7_bd1.ge12-1.os.line_before.act_[ni],1536
1725,abs_BD_1_7_bd1.ge12-1.os.line_before.set_[ni],280
1726,abs_BD_1_7_bd1.ge12-2.os.line_before.act_[ni],1476
1727,abs_BD_1_7_bd1.ge12-2.os.line_before.set_[ni],280
1728,abs_BD_1_7_bd1.ge12-3.os.line_before.act_[ni],1754
1729,abs_BD_1_7_bd1.ge12-3.os.line_before.set_[ni],225
1730,abs_BD_1_7_bd1.gr27-1.table_pos_before.act_[ni],383
1731,abs_BD_1_7_bd1.gr27-1.table_pos_before.set_[ni],211
1732,abs_BD_1_7_bd1.gr22-1.os.table_pos_before.act_[ni],624
1733,abs_BD_1_7_bd1.gr22-1.os.table_pos_before.set_[ni],222
1734,abs_BD_1_7_bd1.gr22-2.os.table_pos_before.act_[ni],537
1735,abs_BD_1_7_bd1.gr22-2.os.table_pos_before.set_[ni],222
1736,abs_BD_1_7_bd1.gg25.cool_roll.set_[ni],227
1737,abs_BD_1_7_bd1.gg25.cool_roll.act_[ni],1359
1738,abs_BD_1_7_bd1.ds.pos_low_hor_roll_[ni],1227
1739,abs_BD_1_7_bd1.os.pos_low_hor_roll_[ni],1210
1740,abs_BD_1_7_bd1.ds.pos_up_hor_roll_[ni],1177
1741,abs_BD_1_7_bd1.os.pos_up_hor_roll_[ni],1248
1742,abs_BD_1_7_bd1.ds.pos_vert_roll_in_[ni],1219
1743,abs_BD_1_7_bd1.ds.pos_vert_roll_out_[ni],1183
1744,abs_BD_1_7_bd1.os.pos_vert_roll_in_[ni],1161
1745,abs_BD_1_7_bd1.os.pos_vert_roll_out_[ni],1188
1746,abs_BD_1_7_bd1.load_hor_roll_[ni],1878
1747,abs_BD_1_7_bd1.os.load_hor_roll.lower_[ni],1494
1748,abs_BD_1_7_bd1.os.load_hor_roll.upper_[ni],1505
1749,abs_BD_1_7_bd1.ds.load_hor_roll.lower_[ni],1637
1750,abs_BD_1_7_bd1.ds.load_hor_roll.upper_[ni],1600
1751,abs_BD_1_7_bd1.os.load_vert_roll_[ni],1726
1752,abs_BD_1_7_bd1.ds.load_vert_roll_[ni],1847
1753,abs_BD_1_7_bd1.axial_displace_lower_shaft_[ni],1072
1754,abs_BD_1_7_bd1.torque_[ni],80906
1755,abs_BD_1_7_bd1.current_[ni],47692
1756,abs_BD_1_7_bd1.speed.act_[ni],74984
1757,abs_BD_1_7_bd1.speed.set_[ni],17331
1758,BD_2_1_bd2.temp.extrapolated_[ni],82878
1759,BD_2_1_bd2.ge11-1.ds.line_before.act_[ni],1590
1760,BD_2_1_bd2.ge11-1.ds.line_before.set_[ni],266
1761,BD_2_1_bd2.ge11-2.ds.line_before.act_[ni],1493
1762,BD_2_1_bd2.ge11-2.ds.line_before.set_[ni],266
1763,BD_2_1_bd2.ge11-3.ds.line_before.act_[ni],1393
1764,BD_2_1_bd2.ge11-3.ds.line_before.set_[ni],237
1765,BD_2_1_bd2.ge12-1.os.line_before.act_[ni],1396
1766,BD_2_1_bd2.ge12-1.os.line_before.set_[ni],268
1767,BD_2_1_bd2.ge12-2.os.line_before.act_[ni],1136
1768,BD_2_1_bd2.ge12-2.os.line_before.set_[ni],268
1769,BD_2_1_bd2.ge12-3.os.line_before.act_[ni],1513
1770,BD_2_1_bd2.ge12-3.os.line_before.set_[ni],222
1771,BD_2_1_bd2.gr27-1.table_pos_before.act_[ni],340
1772,BD_2_1_bd2.gr27-1.table_pos_before.set_[ni],247
1773,BD_2_1_bd2.gr22-1.os.table_pos_before.act_[ni],542
1774,BD_2_1_bd2.gr22-1.os.table_pos_before.set_[ni],245
1775,BD_2_1_bd2.gr22-2.os.table_pos_before.act_[ni],466
1776,BD_2_1_bd2.gr22-2.os.table_pos_before.set_[ni],245
1777,BD_2_1_bd2.gg25.cool_roll.set_[ni],249
1778,BD_2_1_bd2.gg25.cool_roll.act_[ni],1374
1779,BD_2_1_bd2.ds.pos_low_hor_roll_[ni],1323
1780,BD_2_1_bd2.os.pos_low_hor_roll_[ni],1270
1781,BD_2_1_bd2.ds.pos_up_hor_roll_[ni],1238
1782,BD_2_1_bd2.os.pos_up_hor_roll_[ni],1338
1783,BD_2_1_bd2.ds.pos_vert_roll_in_[ni],1277
1784,BD_2_1_bd2.ds.pos_vert_roll_out_[ni],1243
1785,BD_2_1_bd2.os.pos_vert_roll_in_[ni],1258
1786,BD_2_1_bd2.os.pos_vert_roll_out_[ni],1264
1787,BD_2_1_bd2.load_hor_roll_[ni],1707
1788,BD_2_1_bd2.os.load_hor_roll.lower_[ni],1420
1789,BD_2_1_bd2.os.load_hor_roll.upper_[ni],1431
1790,BD_2_1_bd2.ds.load_hor_roll.lower_[ni],1495
1791,BD_2_1_bd2.ds.load_hor_roll.upper_[ni],1463
1792,BD_2_1_bd2.os.load_vert_roll_[ni],1695
1793,BD_2_1_bd2.ds.load_vert_roll_[ni],1750
1794,BD_2_1_bd2.axial_displace_lower_shaft_[ni],1085
1795,BD_2_1_bd2.torque_[ni],88823
1796,BD_2_1_bd2.current_[ni],66792
1797,BD_2_1_bd2.speed.act_[ni],96240
1798,BD_2_1_bd2.speed.set_[ni],78838
1799,abs_BD_2_1_bd2.temp.extrapolated_[ni],82878
1800,abs_BD_2_1_bd2.ge11-1.ds.line_before.act_[ni],1590
1801,abs_BD_2_1_bd2.ge11-1.ds.line_before.set_[ni],266
1802,abs_BD_2_1_bd2.ge11-2.ds.line_before.act_[ni],1493
1803,abs_BD_2_1_bd2.ge11-2.ds.line_before.set_[ni],266
1804,abs_BD_2_1_bd2.ge11-3.ds.line_before.act_[ni],1393
1805,abs_BD_2_1_bd2.ge11-3.ds.line_before.set_[ni],237
1806,abs_BD_2_1_bd2.ge12-1.os.line_before.act_[ni],1396
1807,abs_BD_2_1_bd2.ge12-1.os.line_before.set_[ni],268
1808,abs_BD_2_1_bd2.ge12-2.os.line_before.act_[ni],1136
1809,abs_BD_2_1_bd2.ge12-2.os.line_before.set_[ni],268
1810,abs_BD_2_1_bd2.ge12-3.os.line_before.act_[ni],1513
1811,abs_BD_2_1_bd2.ge12-3.os.line_before.set_[ni],222
1812,abs_BD_2_1_bd2.gr27-1.table_pos_before.act_[ni],340
1813,abs_BD_2_1_bd2.gr27-1.table_pos_before.set_[ni],247
1814,abs_BD_2_1_bd2.gr22-1.os.table_pos_before.act_[ni],542
1815,abs_BD_2_1_bd2.gr22-1.os.table_pos_before.set_[ni],245
1816,abs_BD_2_1_bd2.gr22-2.os.table_pos_before.act_[ni],466
1817,abs_BD_2_1_bd2.gr22-2.os.table_pos_before.set_[ni],245
1818,abs_BD_2_1_bd2.gg25.cool_roll.set_[ni],249
1819,abs_BD_2_1_bd2.gg25.cool_roll.act_[ni],1374
1820,abs_BD_2_1_bd2.ds.pos_low_hor_roll_[ni],1323
1821,abs_BD_2_1_bd2.os.pos_low_hor_roll_[ni],1270
1822,abs_BD_2_1_bd2.ds.pos_up_hor_roll_[ni],1238
1823,abs_BD_2_1_bd2.os.pos_up_hor_roll_[ni],1338
1824,abs_BD_2_1_bd2.ds.pos_vert_roll_in_[ni],1277
1825,abs_BD_2_1_bd2.ds.pos_vert_roll_out_[ni],1243
1826,abs_BD_2_1_bd2.os.pos_vert_roll_in_[ni],1258
1827,abs_BD_2_1_bd2.os.pos_vert_roll_out_[ni],1264
1828,abs_BD_2_1_bd2.load_hor_roll_[ni],1678
1829,abs_BD_2_1_bd2.os.load_hor_roll.lower_[ni],1398
1830,abs_BD_2_1_bd2.os.load_hor_roll.upper_[ni],1410
1831,abs_BD_2_1_bd2.ds.load_hor_roll.lower_[ni],1488
1832,abs_BD_2_1_bd2.ds.load_hor_roll.upper_[ni],1448
1833,abs_BD_2_1_bd2.os.load_vert_roll_[ni],1634
1834,abs_BD_2_1_bd2.ds.load_vert_roll_[ni],1725
1835,abs_BD_2_1_bd2.axial_displace_lower_shaft_[ni],1085
1836,abs_BD_2_1_bd2.torque_[ni],88761
1837,abs_BD_2_1_bd2.current_[ni],66792
1838,abs_BD_2_1_bd2.speed.act_[ni],96237
1839,abs_BD_2_1_bd2.speed.set_[ni],78826
1840,BD_2_2_bd2.temp.extrapolated_[ni],83828
1841,BD_2_2_bd2.ge11-1.ds.line_before.act_[ni],1500
1842,BD_2_2_bd2.ge11-1.ds.line_before.set_[ni],240
1843,BD_2_2_bd2.ge11-2.ds.line_before.act_[ni],1467
1844,BD_2_2_bd2.ge11-2.ds.line_before.set_[ni],240
1845,BD_2_2_bd2.ge11-3.ds.line_before.act_[ni],1342
1846,BD_2_2_bd2.ge11-3.ds.line_before.set_[ni],216
1847,BD_2_2_bd2.ge12-1.os.line_before.act_[ni],1555
1848,BD_2_2_bd2.ge12-1.os.line_before.set_[ni],274
1849,BD_2_2_bd2.ge12-2.os.line_before.act_[ni],1356
1850,BD_2_2_bd2.ge12-2.os.line_before.set_[ni],274
1851,BD_2_2_bd2.ge12-3.os.line_before.act_[ni],1630
1852,BD_2_2_bd2.ge12-3.os.line_before.set_[ni],193
1853,BD_2_2_bd2.gr27-1.table_pos_before.act_[ni],369
1854,BD_2_2_bd2.gr27-1.table_pos_before.set_[ni],226
1855,BD_2_2_bd2.gr22-1.os.table_pos_before.act_[ni],480
1856,BD_2_2_bd2.gr22-1.os.table_pos_before.set_[ni],245
1857,BD_2_2_bd2.gr22-2.os.table_pos_before.act_[ni],412
1858,BD_2_2_bd2.gr22-2.os.table_pos_before.set_[ni],245
1859,BD_2_2_bd2.gg25.cool_roll.set_[ni],211
1860,BD_2_2_bd2.gg25.cool_roll.act_[ni],1379
1861,BD_2_2_bd2.ds.pos_low_hor_roll_[ni],1379
1862,BD_2_2_bd2.os.pos_low_hor_roll_[ni],1361
1863,BD_2_2_bd2.ds.pos_up_hor_roll_[ni],1338
1864,BD_2_2_bd2.os.pos_up_hor_roll_[ni],1406
1865,BD_2_2_bd2.ds.pos_vert_roll_in_[ni],1351
1866,BD_2_2_bd2.ds.pos_vert_roll_out_[ni],1306
1867,BD_2_2_bd2.os.pos_vert_roll_in_[ni],1281
1868,BD_2_2_bd2.os.pos_vert_roll_out_[ni],1294
1869,BD_2_2_bd2.load_hor_roll_[ni],1774
1870,BD_2_2_bd2.os.load_hor_roll.lower_[ni],1509
1871,BD_2_2_bd2.os.load_hor_roll.upper_[ni],1507
1872,BD_2_2_bd2.ds.load_hor_roll.lower_[ni],1579
1873,BD_2_2_bd2.ds.load_hor_roll.upper_[ni],1546
1874,BD_2_2_bd2.os.load_vert_roll_[ni],1778
1875,BD_2_2_bd2.ds.load_vert_roll_[ni],1805
1876,BD_2_2_bd2.axial_displace_lower_shaft_[ni],1157
1877,BD_2_2_bd2.torque_[ni],87140
1878,BD_2_2_bd2.current_[ni],64037
1879,BD_2_2_bd2.speed.act_[ni],92505
1880,BD_2_2_bd2.speed.set_[ni],75223
1881,abs_BD_2_2_bd2.temp.extrapolated_[ni],83828
1882,abs_BD_2_2_bd2.ge11-1.ds.line_before.act_[ni],1500
1883,abs_BD_2_2_bd2.ge11-1.ds.line_before.set_[ni],240
1884,abs_BD_2_2_bd2.ge11-2.ds.line_before.act_[ni],1467
1885,abs_BD_2_2_bd2.ge11-2.ds.line_before.set_[ni],240
1886,abs_BD_2_2_bd2.ge11-3.ds.line_before.act_[ni],1342
1887,abs_BD_2_2_bd2.ge11-3.ds.line_before.set_[ni],216
1888,abs_BD_2_2_bd2.ge12-1.os.line_before.act_[ni],1555
1889,abs_BD_2_2_bd2.ge12-1.os.line_before.set_[ni],274
1890,abs_BD_2_2_bd2.ge12-2.os.line_before.act_[ni],1356
1891,abs_BD_2_2_bd2.ge12-2.os.line_before.set_[ni],274
1892,abs_BD_2_2_bd2.ge12-3.os.line_before.act_[ni],1630
1893,abs_BD_2_2_bd2.ge12-3.os.line_before.set_[ni],193
1894,abs_BD_2_2_bd2.gr27-1.table_pos_before.act_[ni],369
1895,abs_BD_2_2_bd2.gr27-1.table_pos_before.set_[ni],226
1896,abs_BD_2_2_bd2.gr22-1.os.table_pos_before.act_[ni],480
1897,abs_BD_2_2_bd2.gr22-1.os.table_pos_before.set_[ni],245
1898,abs_BD_2_2_bd2.gr22-2.os.table_pos_before.act_[ni],412
1899,abs_BD_2_2_bd2.gr22-2.os.table_pos_before.set_[ni],245
1900,abs_BD_2_2_bd2.gg25.cool_roll.set_[ni],211
1901,abs_BD_2_2_bd2.gg25.cool_roll.act_[ni],1379
1902,abs_BD_2_2_bd2.ds.pos_low_hor_roll_[ni],1379
1903,abs_BD_2_2_bd2.os.pos_low_hor_roll_[ni],1361
1904,abs_BD_2_2_bd2.ds.pos_up_hor_roll_[ni],1338
1905,abs_BD_2_2_bd2.os.pos_up_hor_roll_[ni],1406
1906,abs_BD_2_2_bd2.ds.pos_vert_roll_in_[ni],1351
1907,abs_BD_2_2_bd2.ds.pos_vert_roll_out_[ni],1306
1908,abs_BD_2_2_bd2.os.pos_vert_roll_in_[ni],1281
1909,abs_BD_2_2_bd2.os.pos_vert_roll_out_[ni],1294
1910,abs_BD_2_2_bd2.load_hor_roll_[ni],1691
1911,abs_BD_2_2_bd2.os.load_hor_roll.lower_[ni],1454
1912,abs_BD_2_2_bd2.os.load_hor_roll.upper_[ni],1456
1913,abs_BD_2_2_bd2.ds.load_hor_roll.lower_[ni],1521
1914,abs_BD_2_2_bd2.ds.load_hor_roll.upper_[ni],1490
1915,abs_BD_2_2_bd2.os.load_vert_roll_[ni],1669
1916,abs_BD_2_2_bd2.ds.load_vert_roll_[ni],1695
1917,abs_BD_2_2_bd2.axial_displace_lower_shaft_[ni],1157
1918,abs_BD_2_2_bd2.torque_[ni],86992
1919,abs_BD_2_2_bd2.current_[ni],64037
1920,abs_BD_2_2_bd2.speed.act_[ni],92486
1921,abs_BD_2_2_bd2.speed.set_[ni],75215
1922,BD_2_3_bd2.temp.extrapolated_[ni],80376
1923,BD_2_3_bd2.ge11-1.ds.line_before.act_[ni],1368
1924,BD_2_3_bd2.ge11-1.ds.line_before.set_[ni],324
1925,BD_2_3_bd2.ge11-2.ds.line_before.act_[ni],1361
1926,BD_2_3_bd2.ge11-2.ds.line_before.set_[ni],324
1927,BD_2_3_bd2.ge11-3.ds.line_before.act_[ni],1226
1928,BD_2_3_bd2.ge11-3.ds.line_before.set_[ni],319
1929,BD_2_3_bd2.ge12-1.os.line_before.act_[ni],1334
1930,BD_2_3_bd2.ge12-1.os.line_before.set_[ni],341
1931,BD_2_3_bd2.ge12-2.os.line_before.act_[ni],1064
1932,BD_2_3_bd2.ge12-2.os.line_before.set_[ni],341
1933,BD_2_3_bd2.ge12-3.os.line_before.act_[ni],1355
1934,BD_2_3_bd2.ge12-3.os.line_before.set_[ni],314
1935,BD_2_3_bd2.gr27-1.table_pos_before.act_[ni],395
1936,BD_2_3_bd2.gr27-1.table_pos_before.set_[ni],332
1937,BD_2_3_bd2.gr22-1.os.table_pos_before.act_[ni],455
1938,BD_2_3_bd2.gr22-1.os.table_pos_before.set_[ni],333
1939,BD_2_3_bd2.gr22-2.os.table_pos_before.act_[ni],433
1940,BD_2_3_bd2.gr22-2.os.table_pos_before.set_[ni],333
1941,BD_2_3_bd2.gg25.cool_roll.set_[ni],331
1942,BD_2_3_bd2.gg25.cool_roll.act_[ni],1378
1943,BD_2_3_bd2.ds.pos_low_hor_roll_[ni],1243
1944,BD_2_3_bd2.os.pos_low_hor_roll_[ni],1212
1945,BD_2_3_bd2.ds.pos_up_hor_roll_[ni],1220
1946,BD_2_3_bd2.os.pos_up_hor_roll_[ni],1264
1947,BD_2_3_bd2.ds.pos_vert_roll_in_[ni],1213
1948,BD_2_3_bd2.ds.pos_vert_roll_out_[ni],1195
1949,BD_2_3_bd2.os.pos_vert_roll_in_[ni],1212
1950,BD_2_3_bd2.os.pos_vert_roll_out_[ni],1217
1951,BD_2_3_bd2.load_hor_roll_[ni],1416
1952,BD_2_3_bd2.os.load_hor_roll.lower_[ni],1279
1953,BD_2_3_bd2.os.load_hor_roll.upper_[ni],1277
1954,BD_2_3_bd2.ds.load_hor_roll.lower_[ni],1291
1955,BD_2_3_bd2.ds.load_hor_roll.upper_[ni],1282
1956,BD_2_3_bd2.os.load_vert_roll_[ni],1444
1957,BD_2_3_bd2.ds.load_vert_roll_[ni],1428
1958,BD_2_3_bd2.axial_displace_lower_shaft_[ni],1115
1959,BD_2_3_bd2.torque_[ni],76889
1960,BD_2_3_bd2.current_[ni],39589
1961,BD_2_3_bd2.speed.act_[ni],64195
1962,BD_2_3_bd2.speed.set_[ni],15709
1963,abs_BD_2_3_bd2.temp.extrapolated_[ni],80376
1964,abs_BD_2_3_bd2.ge11-1.ds.line_before.act_[ni],1368
1965,abs_BD_2_3_bd2.ge11-1.ds.line_before.set_[ni],324
1966,abs_BD_2_3_bd2.ge11-2.ds.line_before.act_[ni],1361
1967,abs_BD_2_3_bd2.ge11-2.ds.line_before.set_[ni],324
1968,abs_BD_2_3_bd2.ge11-3.ds.line_before.act_[ni],1226
1969,abs_BD_2_3_bd2.ge11-3.ds.line_before.set_[ni],319
1970,abs_BD_2_3_bd2.ge12-1.os.line_before.act_[ni],1334
1971,abs_BD_2_3_bd2.ge12-1.os.line_before.set_[ni],341
1972,abs_BD_2_3_bd2.ge12-2.os.line_before.act_[ni],1064
1973,abs_BD_2_3_bd2.ge12-2.os.line_before.set_[ni],341
1974,abs_BD_2_3_bd2.ge12-3.os.line_before.act_[ni],1355
1975,abs_BD_2_3_bd2.ge12-3.os.line_before.set_[ni],314
1976,abs_BD_2_3_bd2.gr27-1.table_pos_before.act_[ni],395
1977,abs_BD_2_3_bd2.gr27-1.table_pos_before.set_[ni],332
1978,abs_BD_2_3_bd2.gr22-1.os.table_pos_before.act_[ni],455
1979,abs_BD_2_3_bd2.gr22-1.os.table_pos_before.set_[ni],333
1980,abs_BD_2_3_bd2.gr22-2.os.table_pos_before.act_[ni],433
1981,abs_BD_2_3_bd2.gr22-2.os.table_pos_before.set_[ni],333
1982,abs_BD_2_3_bd2.gg25.cool_roll.set_[ni],331
1983,abs_BD_2_3_bd2.gg25.cool_roll.act_[ni],1378
1984,abs_BD_2_3_bd2.ds.pos_low_hor_roll_[ni],1243
1985,abs_BD_2_3_bd2.os.pos_low_hor_roll_[ni],1212
1986,abs_BD_2_3_bd2.ds.pos_up_hor_roll_[ni],1220
1987,abs_BD_2_3_bd2.os.pos_up_hor_roll_[ni],1264
1988,abs_BD_2_3_bd2.ds.pos_vert_roll_in_[ni],1213
1989,abs_BD_2_3_bd2.ds.pos_vert_roll_out_[ni],1195
1990,abs_BD_2_3_bd2.os.pos_vert_roll_in_[ni],1212
1991,abs_BD_2_3_bd2.os.pos_vert_roll_out_[ni],1217
1992,abs_BD_2_3_bd2.load_hor_roll_[ni],1392
1993,abs_BD_2_3_bd2.os.load_hor_roll.lower_[ni],1259
1994,abs_BD_2_3_bd2.os.load_hor_roll.upper_[ni],1264
1995,abs_BD_2_3_bd2.ds.load_hor_roll.lower_[ni],1289
1996,abs_BD_2_3_bd2.ds.load_hor_roll.upper_[ni],1272
1997,abs_BD_2_3_bd2.os.load_vert_roll_[ni],1379
1998,abs_BD_2_3_bd2.ds.load_vert_roll_[ni],1408
1999,abs_BD_2_3_bd2.axial_displace_lower_shaft_[ni],1115
2000,abs_BD_2_3_bd2.torque_[ni],76850
2001,abs_BD_2_3_bd2.current_[ni],39589
2002,abs_BD_2_3_bd2.speed.act_[ni],64169
2003,abs_BD_2_3_bd2.speed.set_[ni],15720
2004,bad_columns,10309
2005,BD_1_1_bd1.descaling.ready_[ni],0
2006,BD_1_1_bd1.descaling.pressure.on_[ni],0
2007,BD_1_1_bd1.descaling.temp_[ni],66323
2008,BD_1_1_bd1.ds.roll_pos.set_[ni],99148
2009,BD_1_1_bd1.os.roll_pos.set_[ni],98704
2010,BD_1_1_bd1.ds.roll_pos.act_[ni],99121
2011,BD_1_1_bd1.os.roll_pos.act_[ni],98668
2012,BD_1_1_bd1.os.load_[ni],26664
2013,BD_1_1_bd1.ds.load_[ni],84780
2014,BD_1_1_bd1.ds.line_before_[ni],94473
2015,BD_1_1_bd1.os.line_before_[ni],100254
2016,BD_1_1_bd1.ds.line_after_[ni],85929
2017,BD_1_1_bd1.os.line_after_[ni],86088
2018,BD_1_1_bd1.tilter_1_pos_[ni],99439
2019,BD_1_1_bd1.tilter_1_angle_[ni],15570
2020,BD_1_1_bd1.tilter_2_pos_[ni],15984
2021,BD_1_1_bd1.tilter_2_angle_[ni],5375
2022,BD_1_1_bd1.dr31.speed.act_[ni],82135
2023,BD_1_1_bd1.dr31.speed.set_[ni],89851
2024,abs_BD_1_1_bd1.descaling.ready_[ni],0
2025,abs_BD_1_1_bd1.descaling.pressure.on_[ni],0
2026,abs_BD_1_1_bd1.descaling.temp_[ni],66323
2027,abs_BD_1_1_bd1.ds.roll_pos.set_[ni],99148
2028,abs_BD_1_1_bd1.os.roll_pos.set_[ni],98704
2029,abs_BD_1_1_bd1.ds.roll_pos.act_[ni],99121
2030,abs_BD_1_1_bd1.os.roll_pos.act_[ni],98668
2031,abs_BD_1_1_bd1.os.load_[ni],26664
2032,abs_BD_1_1_bd1.ds.load_[ni],84780
2033,abs_BD_1_1_bd1.ds.line_before_[ni],94473
2034,abs_BD_1_1_bd1.os.line_before_[ni],100254
2035,abs_BD_1_1_bd1.ds.line_after_[ni],85929
2036,abs_BD_1_1_bd1.os.line_after_[ni],86088
2037,abs_BD_1_1_bd1.tilter_1_pos_[ni],99439
2038,abs_BD_1_1_bd1.tilter_1_angle_[ni],15570
2039,abs_BD_1_1_bd1.tilter_2_pos_[ni],15982
2040,abs_BD_1_1_bd1.tilter_2_angle_[ni],5375
2041,abs_BD_1_1_bd1.dr31.speed.act_[ni],82128
2042,abs_BD_1_1_bd1.dr31.speed.set_[ni],89849
2043,BD_1_2_bd1.descaling.ready_[ni],0
2044,BD_1_2_bd1.descaling.pressure.on_[ni],0
2045,BD_1_2_bd1.descaling.temp_[ni],64874
2046,BD_1_2_bd1.ds.roll_pos.set_[ni],98807
2047,BD_1_2_bd1.os.roll_pos.set_[ni],114078
2048,BD_1_2_bd1.ds.roll_pos.act_[ni],98801
2049,BD_1_2_bd1.os.roll_pos.act_[ni],114109
2050,BD_1_2_bd1.os.load_[ni],47304
2051,BD_1_2_bd1.ds.load_[ni],85133
2052,BD_1_2_bd1.ds.line_before_[ni],94930
2053,BD_1_2_bd1.os.line_before_[ni],97997
2054,BD_1_2_bd1.ds.line_after_[ni],98820
2055,BD_1_2_bd1.os.line_after_[ni],107996
2056,BD_1_2_bd1.tilter_1_pos_[ni],16652
2057,BD_1_2_bd1.tilter_1_angle_[ni],27
2058,BD_1_2_bd1.tilter_2_pos_[ni],24382
2059,BD_1_2_bd1.tilter_2_angle_[ni],4376
2060,BD_1_2_bd1.dr31.speed.act_[ni],79515
